Date,Transaction,Debit,Credit,account
2024-04-04,Point of Sale - Interac RETAIL PURCHASE 000001001171 WALMART STORE #,11.99,,chequing
2024-04-04,Point of Sale - Interac RETAIL PURCHASE 000001001146 WALMART STORE #,19.44,,chequing
2024-04-04,Point of Sale - Interac RETAIL PURCHASE 000001001661 WALMART STORE #,5.24,,chequing
2024-04-04,Point of Sale - Interac RETAIL PURCHASE 409508392999 MCDONALD'S #400,5.15,,chequing
2024-04-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 409504126026,17.35,,chequing
2024-04-04,Point of Sale - Interac RETAIL PURCHASE 409419820784 UOIT THE SMOOTH,3.39,,chequing
2024-04-03,Point of Sale - Interac RETAIL PURCHASE 000001001003 LUCKY SUPERMARK,8.08,,chequing
2024-04-03,Point of Sale - Interac RETAIL PURCHASE 409409308514 MCDONALD'S #400,2.3,,chequing
2024-04-03,Point of Sale - Interac RETAIL PURCHASE 409409276000 MCDONALD'S #400,1.33,,chequing
2024-04-03,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 409404140141,17.36,,chequing
2024-04-02,Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL UBER CANADA 209312019136,,19.51,chequing
2024-04-02,Internet Banking E-TRANSFER 104941588961 Manickam,500.0,,chequing
2024-04-02,Point of Sale - Interac RETAIL PURCHASE C95762529503 USAT_TD632372,4.0,,chequing
2024-04-01,Point of Sale - Interac RETAIL PURCHASE 001001001962 AGOSTINO'S AND,36.03,,chequing
2024-04-01,Point of Sale - Interac RETAIL PURCHASE 001001001038 SHOPPERS DRUG M,3.94,,chequing
2024-04-01,Point of Sale - Interac RETAIL PURCHASE 001001001215 ADA*VENDING MAC,4.0,,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE REMITLY* G3F3B 409112117683,249.31,,chequing
2024-04-01,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE PLAYSTATIONNETW 409170387767 15.11 CAD @ 1.000000,15.11,,chequing
2024-04-01,Internet Banking E-TRANSFER 010922023786 Siddharth Appu,,14.0,chequing
2024-04-01,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE CHATGPT SUBSCRI 409102760457 22.60 USD @ 1.390265,31.42,,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 409017386819,19.51,,chequing
2024-04-01,Point of Sale - Interac RETAIL PURCHASE 000001001898 WALMART STORE #,16.75,,chequing
2024-04-01,Point of Sale - Interac RETAIL PURCHASE 409015275489 MCDONALD'S #400,6.42,,chequing
2024-04-01,Point of Sale - Interac RETAIL PURCHASE 000001001943 WALMART STORE #,3.15,,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Foot Locker Can 409001315206,101.69,,chequing
2024-04-01,Internet Banking INTERNET TRANSFER 000000227629,600.0,,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE IMMIGRATION CAN 408921298698,150.0,,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 408915420371,27.39,,chequing
2024-04-01,Internet Banking INTERNET TRANSFER 000000110366,,800.0,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ARUCCMYCREDS ME 408914424894,18.08,,chequing
2024-04-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 408901159059,19.65,,chequing
2024-04-01,Internet Banking E-TRANSFER 104936159590 kunjan,450.0,,chequing
2024-04-01,Internet Banking INTERNET TRANSFER 000000231748,300.0,,chequing
2024-03-28,Branch Transaction SERVICE CHARGE DISCOUNT,,16.95,chequing
2024-03-28,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,chequing
2024-03-28,Electronic Funds Transfer PAY Wage/salary 003 WAL-MART CANADA CORP,,969.28,chequing
2024-03-28,Point of Sale - Interac RETAIL PURCHASE 000001001085 LUCKY SUPERMARK,14.6,,chequing
2024-03-27,Point of Sale - Interac RETAIL PURCHASE 408715349962 MCDONALD'S #400,8.69,,chequing
2024-03-27,Point of Sale - Interac RETAIL PURCHASE 408712319940 MCDONALD'S #400,1.33,,chequing
2024-03-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ARUCCMYCREDS ME 408615649428,18.08,,chequing
2024-03-26,Internet Banking INTERNET TRANSFER 000000134072,100.0,,chequing
2024-03-26,Point of Sale - Interac RETAIL PURCHASE 408518198604 DOLLARAMA # 531,9.97,,chequing
2024-03-26,Point of Sale - Interac RETAIL PURCHASE 000001443077 CINNABON,5.97,,chequing
2024-03-25,Point of Sale - Interac RETAIL PURCHASE 408517128922 BAR BURRITO OSH,20.32,,chequing
2024-03-25,Point of Sale - Interac RETAIL PURCHASE 408516099549 UOIT THE SMOOTH,10.16,,chequing
2024-03-25,Point of Sale - Interac RETAIL PURCHASE 000001061293 FRESHCO #9587,2.25,,chequing
2024-03-25,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE PlayStation Net 408403431297 20.33 CAD @ 1.000000,20.33,,chequing
2024-03-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE GOOGLE *YouTube 408371625855,6.2,,chequing
2024-03-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 408222468573,12.48,,chequing
2024-03-25,Point of Sale - Interac RETAIL PURCHASE 000001001137 WALMART STORE #,28.66,,chequing
2024-03-22,Point of Sale - Interac RETAIL PURCHASE 408216480302 MCDONALD'S #400,3.97,,chequing
2024-03-22,Point of Sale - Interac RETAIL PURCHASE 001001001865 ADA*VENDING MAC,4.0,,chequing
2024-03-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 408120394868,27.33,,chequing
2024-03-21,Point of Sale - Interac RETAIL PURCHASE 000001001160 WALMART STORE #,5.23,,chequing
2024-03-21,Point of Sale - Interac RETAIL PURCHASE 408108225943 MCDONALD'S #400,5.15,,chequing
2024-03-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 408104427412,21.25,,chequing
2024-03-20,Point of Sale - Interac RETAIL PURCHASE 000001001157 WALMART STORE #,8.1,,chequing
2024-03-20,Point of Sale - Interac RETAIL PURCHASE 408007426358 MCDONALD'S #400,5.93,,chequing
2024-03-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 408004141362,17.22,,chequing
2024-03-19,Point of Sale - Interac RETAIL PURCHASE 407913777238 TIM HORTONS #24,3.71,,chequing
2024-03-19,Internet Banking INTERNET TRANSFER 000000130141,200.0,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 407817368276 UOIT THE SMOOTH,10.16,,chequing
2024-03-18,Internet Banking E-TRANSFER 104923562421 Kairali,20.0,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 407813245299 TIM HORTONS #24,6.87,,chequing
2024-03-18,Internet Banking E-TRANSFER 104923537757 Sidhu,7.0,,chequing
2024-03-18,Electronic Funds Transfer DEPOSIT GIC-22037071 CIBC ISBO,,717.8,chequing
2024-03-18,Internet Banking E-TRANSFER 104922961791 Sidhu,140.0,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 000001001878 WALMART STORE #,35.06,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 407708156760 MCDONALD'S #400,5.93,,chequing
2024-03-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* PENDING 407708807224,19.35,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 000001001347 WALMART STORE #,5.63,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 407608462803 MCDONALD'S #400,5.15,,chequing
2024-03-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 407604212426,19.12,,chequing
2024-03-18,Point of Sale - Interac RETAIL PURCHASE 407518237188 OSMOWS SIMCOE S,19.07,,chequing
2024-03-15,Point of Sale - Interac RETAIL PURCHASE 000001001047 WALMART STORE #,14.3,,chequing
2024-03-15,Point of Sale - Interac RETAIL PURCHASE 407511498057 MCDONALD'S #400,2.09,,chequing
2024-03-15,Point of Sale - Interac RETAIL PURCHASE 407508163915 MCDONALD'S #400,5.15,,chequing
2024-03-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 407504499868,19.26,,chequing
2024-03-15,Electronic Funds Transfer PAY Wage/salary 003 WAL-MART CANADA CORP,,940.6,chequing
2024-03-14,Point of Sale - Interac RETAIL PURCHASE 000001001321 WALMART STORE #,16.71,,chequing
2024-03-14,Point of Sale - Interac RETAIL PURCHASE 000001001669 WALMART STORE #,4.97,,chequing
2024-03-14,Point of Sale - Interac RETAIL PURCHASE 407408323320 MCDONALD'S #400,4.2,,chequing
2024-03-14,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 407404418680,19.16,,chequing
2024-03-14,Electronic Funds Transfer PAY 1000011968 HOURLY PAYROLL,,234.67,chequing
2024-03-13,Point of Sale - Interac RETAIL PURCHASE 000001001291 WALMART STORE #,3.93,,chequing
2024-03-13,Point of Sale - Interac RETAIL PURCHASE 407307409637 MCDONALD'S #400,5.96,,chequing
2024-03-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* PENDING 407308502462,19.12,,chequing
2024-03-13,Point of Sale - Interac RETAIL PURCHASE 001001001646 DYLAN'S NF OSHA,33.96,,chequing
2024-03-12,Point of Sale - Interac RETAIL PURCHASE 407118084110 TIM HORTONS #24,3.14,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE C01088654343 USAT_TD462661,4.0,,chequing
2024-03-11,Internet Banking E-TRANSFER 104915412448 Sidhu,20.0,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE 407011424229 MCDONALD'S #400,7.45,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE 407009354967 MCDONALD'S #400,1.33,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE 000001001539 WALMART STORE #,3.15,,chequing
2024-03-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 407004124387,21.34,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE 001001001724 AGOSTINO'S AND,3.69,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE 406913718141 TIM HORTONS #19,1.67,,chequing
2024-03-11,Point of Sale - Interac RETAIL PURCHASE 406912116530 DOLLARAMA # 562,4.88,,chequing
2024-03-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406814476559,3.08,,chequing
2024-03-08,Point of Sale - Interac RETAIL PURCHASE 000001001698 WALMART STORE #,4.76,,chequing
2024-03-08,Point of Sale - Interac RETAIL PURCHASE 406808194512 MCDONALD'S #400,1.33,,chequing
2024-03-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406804246878,19.21,,chequing
2024-03-08,Internet Banking INTERNET BILL PAY 000000117752 DURHAM COLLEGE - TUITION,4262.6,,chequing
2024-03-07,Point of Sale - Interac RETAIL PURCHASE 406716479701 OTU MAREK CAFE,12.43,,chequing
2024-03-07,Internet Banking E-TRANSFER 010905016558 ANJAL SHIJUMOONJELY,,450.0,chequing
2024-03-07,Electronic Funds Transfer PAY 1000011492 HOURLY PAYROLL,,234.69,chequing
2024-03-07,Internet Banking INTERNET BILL PAY 000000239969 DURHAM COLLEGE - TUITION,3500.0,,chequing
2024-03-07,Internet Banking E-TRANSFER 010904614452 TOMIN PAUL,,2000.0,chequing
2024-03-06,Point of Sale - Interac RETAIL PURCHASE 000001001307 WALMART STORE #,6.58,,chequing
2024-03-06,Point of Sale - Interac RETAIL PURCHASE 406611276720 MCDONALD'S #400,9.59,,chequing
2024-03-06,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406605415763,17.82,,chequing
2024-03-06,Internet Banking INTERNET TRANSFER 000000209437,,3701.79,chequing
2024-03-05,Point of Sale - Interac RETAIL PURCHASE 001001001138 AGOSTINO'S AND,15.9,,chequing
2024-03-05,Internet Banking E-TRANSFER 010903671350 Joyal John,,1000.0,chequing
2024-03-05,Point of Sale - Interac RETAIL PURCHASE 001001001373 PICOCOOLER,8.15,,chequing
2024-03-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406414390630,7.01,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 000001001018 WALMART STORE #,8.22,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 406410387063 MCDONALD'S #400,6.96,,chequing
2024-03-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406404290854,19.13,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 000001001474 WALMART STORE #,12.09,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 406312258507 MCDONALD'S #400,11.73,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 000001001802 WALMART STORE #,3.15,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 406309313494 MCDONALD'S #400,1.33,,chequing
2024-03-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406305410452,19.19,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 197001001153 ULTRAMAR #32599,3.38,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 000001001163 WALMART STORE #,35.88,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 406209431612 MCDONALD'S #400,1.88,,chequing
2024-03-04,Point of Sale - Visa Debit CORRECTION UBER CANADA/UBE 406205488261,,17.68,chequing
2024-03-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406205140257,17.68,,chequing
2024-03-04,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406205488261,17.68,,chequing
2024-03-04,Internet Banking E-TRANSFER 104904869110 Manickam,500.0,,chequing
2024-03-04,Point of Sale - Interac RETAIL PURCHASE 001001001104 ADA*VENDING MAC,2.75,,chequing
2024-03-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406114316722,7.04,,chequing
2024-03-01,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE REMITLY* D209E 406112015729,251.41,,chequing
2024-03-01,Electronic Funds Transfer PAY Wage/salary 003 WAL-MART CANADA CORP,,681.62,chequing
2024-03-01,Internet Banking E-TRANSFER 104902347686 Siddharth Appu,,15.0,chequing
2024-02-29,Branch Transaction SERVICE CHARGE DISCOUNT,,16.95,chequing
2024-02-29,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,chequing
2024-02-29,Internet Banking INTERNET TRANSFER 000000116955,497.77,,chequing
2024-02-29,Point of Sale - Interac RETAIL PURCHASE 000001001037 WALMART STORE #,2.09,,chequing
2024-02-29,Point of Sale - Interac RETAIL PURCHASE 406008140103 MCDONALD'S #400,1.67,,chequing
2024-02-29,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 406004325461,19.21,,chequing
2024-02-29,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE CHATGPT SUBSCRI 406002701461 22.60 USD @ 1.395133,31.53,,chequing
2024-02-28,Point of Sale - Interac RETAIL PURCHASE 000001001991 WALMART STORE #,25.32,,chequing
2024-02-28,Point of Sale - Interac RETAIL PURCHASE 000001001524 WALMART STORE #,9.56,,chequing
2024-02-28,Point of Sale - Interac RETAIL PURCHASE 405909456796 MCDONALD'S #400,1.67,,chequing
2024-02-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* PENDING 405909274551,18.09,,chequing
2024-02-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 405818148491,13.88,,chequing
2024-02-27,Point of Sale - Interac RETAIL PURCHASE C10285328681 USAT_TD460691,3.5,,chequing
2024-02-27,Point of Sale - Interac RETAIL PURCHASE C01285702483 USAT_TD460691,5.5,,chequing
2024-02-27,Point of Sale - Interac RETAIL PURCHASE C01285715553 USAT_TD460691,3.5,,chequing
2024-02-26,Point of Sale - Interac RETAIL PURCHASE 000001001724 WALMART STORE #,9.36,,chequing
2024-02-26,Point of Sale - Interac RETAIL PURCHASE 000001001148 WALMART STORE #,14.22,,chequing
2024-02-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 405704162974,20.1,,chequing
2024-02-26,Internet Banking INTERNET TRANSFER 000000105755,100.0,,chequing
2024-02-26,Point of Sale - Interac RETAIL PURCHASE 000001001157 VALUE VILLAGE #,20.88,,chequing
2024-02-26,Point of Sale - Interac RETAIL PURCHASE 000001001872 WALMART STORE #,11.47,,chequing
2024-02-26,Point of Sale - Interac RETAIL PURCHASE 405611312193 WENDY'S #6697,10.84,,chequing
2024-02-26,Internet Banking INTERNET TRANSFER 000000139559,33.96,,chequing
2024-02-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* EATS PEND 405420926518,18.61,,chequing
2024-02-23,Point of Sale - Interac RETAIL PURCHASE 405413035423 TIM HORTONS #26,4.66,,chequing
2024-02-23,Point of Sale - Interac RETAIL PURCHASE 405412345208 MCDONALD'S #400,8.69,,chequing
2024-02-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 405404194458,20.18,,chequing
2024-02-23,Electronic Funds Transfer PAY 1000010756 HOURLY PAYROLL,,748.26,chequing
2024-02-22,Point of Sale - Visa Debit CORRECTION UBER CANADA/UBE 405304215721,,1.14,chequing
2024-02-22,Point of Sale - Interac RETAIL PURCHASE 405310316015 MCDONALD'S #400,8.11,,chequing
2024-02-22,Point of Sale - Interac RETAIL PURCHASE 405307111291 MCDONALD'S #400,1.67,,chequing
2024-02-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 405304157721,19.7,,chequing
2024-02-22,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 405304215721,1.14,,chequing
2024-02-22,Point of Sale - Interac RETAIL PURCHASE 001001001530 AGOSTINO'S AND,18.35,,chequing
2024-02-21,Point of Sale - Interac RETAIL PURCHASE 405215464192 WENDY'S #6697,10.39,,chequing
2024-02-21,Point of Sale - Interac RETAIL PURCHASE 405214163875 MCDONALD'S #400,4.19,,chequing
2024-02-21,Point of Sale - Interac RETAIL PURCHASE 000001001906 WALMART STORE #,4.14,,chequing
2024-02-20,Point of Sale - Interac RETAIL PURCHASE 404910723100 TIM HORTONS #18,1.92,,chequing
2024-02-20,Point of Sale - Interac RETAIL PURCHASE 001001001301 MARY JANE'S - O,23.87,,chequing
2024-02-20,Point of Sale - Interac RETAIL PURCHASE 404914394757 UOIT THE SMOOTH,3.67,,chequing
2024-02-20,Point of Sale - Interac RETAIL PURCHASE 404822378402 SHELL C81180,20.0,,chequing
2024-02-20,Point of Sale - Interac RETAIL PURCHASE 001001001958 AGOSTINO'S AND,19.52,,chequing
2024-02-20,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 404718139530,40.44,,chequing
2024-02-16,Point of Sale - Interac RETAIL PURCHASE 001001001802 ADA*VENDING MAC,2.75,,chequing
2024-02-16,Point of Sale - Interac RETAIL PURCHASE 001001001801 ADA*VENDING MAC,2.75,,chequing
2024-02-16,Point of Sale - Interac RETAIL PURCHASE 001001001619 ADA*VENDING MAC,2.75,,chequing
2024-02-16,Point of Sale - Visa Debit CORRECTION UBER CANADA/UBE 404706193747,,7.63,chequing
2024-02-16,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 404706224372,7.66,,chequing
2024-02-16,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 404706193747,7.63,,chequing
2024-02-16,Electronic Funds Transfer PAY Wage/salary 003 WAL-MART CANADA CORP,,404.23,chequing
2024-02-15,Point of Sale - Interac RETAIL PURCHASE 001001001769 ADA*VENDING MAC,2.75,,chequing
2024-02-15,Point of Sale - Interac RETAIL PURCHASE 001001001171 PICOCOOLER,8.15,,chequing
2024-02-15,Point of Sale - Interac RETAIL PURCHASE 001001001759 ADA*VENDING MAC,2.75,,chequing
2024-02-15,Point of Sale - Interac RETAIL PURCHASE 001001001757 ADA*VENDING MAC,2.75,,chequing
2024-02-15,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* PENDING 404611538338,7.54,,chequing
2024-02-14,Point of Sale - Interac RETAIL PURCHASE 404514727463 TIM HORTONS #26,1.92,,chequing
2024-02-14,Point of Sale - Interac RETAIL PURCHASE 000001001271 WALMART STORE #,47.02,,chequing
2024-02-14,Point of Sale - Interac RETAIL PURCHASE 000001001507 WALMART STORE #,3.58,,chequing
2024-02-14,Point of Sale - Interac RETAIL PURCHASE 404508263215 MCDONALD'S #400,0.32,,chequing
2024-02-13,Point of Sale - Interac RETAIL PURCHASE 001001001692 ADA*VENDING MAC,2.75,,chequing
2024-02-13,Point of Sale - Interac RETAIL PURCHASE 001001001691 ADA*VENDING MAC,2.75,,chequing
2024-02-13,Point of Sale - Interac RETAIL PURCHASE 001001001140 PICOCOOLER,7.06,,chequing
2024-02-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* PENDING 404412557303,7.69,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 404316692442 TIM HORTONS #24,1.92,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 001576507509 ADARIA,5.1,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 001576507508 ADARIA,8.79,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 001001001660 ADA*VENDING MAC,2.75,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 404220265769 YORK CINEMAS,9.33,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 404211103182 MCDONALD'S #400,12.63,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 404209294648 MCDONALD'S #400,1.67,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 000001001300 WALMART STORE #,4.97,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 404111420257 MCDONALD'S #400,8.46,,chequing
2024-02-12,Point of Sale - Interac RETAIL PURCHASE 404107499990 MCDONALD'S #400,1.67,,chequing
2024-02-12,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER* PENDING 404109454126,19.56,,chequing
2024-02-09,Point of Sale - Interac RETAIL PURCHASE 001001001605 ADA*VENDING MAC,3.0,,chequing
2024-02-09,Point of Sale - Interac RETAIL PURCHASE 404013994441 TIM HORTONS #24,2.51,,chequing
2024-02-09,Point of Sale - Interac RETAIL PURCHASE 404012482666 PRES/5D6D52V762,4.35,,chequing
2024-02-09,Point of Sale - Interac RETAIL PURCHASE 001001001121 AGOSTINO'S AND,35.56,,chequing
2024-02-08,Point of Sale - Interac RETAIL PURCHASE 403917538087 TIM HORTONS #24,11.52,,chequing
2024-02-08,Point of Sale - Interac RETAIL PURCHASE 000001001787 VALUE VILLAGE #,27.66,,chequing
2024-02-08,Internet Banking E-TRANSFER 104878197282 Siddharth Appu,,15.0,chequing
2024-02-08,Electronic Funds Transfer PAY 1000009825 HOURLY PAYROLL,,234.69,chequing
2024-02-07,Internet Banking E-TRANSFER 104876857748 insaf,2.0,,chequing
2024-02-07,Point of Sale - Interac RETAIL PURCHASE 000001001773 WALMART STORE #,84.67,,chequing
2024-02-07,Point of Sale - Interac RETAIL PURCHASE 403718441041 MCDONALD'S # 40,2.09,,chequing
2024-02-06,Point of Sale - Interac RETAIL PURCHASE 403714310583 UOIT THE SMOOTH,8.19,,chequing
2024-02-06,Internet Banking INTERNET TRANSFER 000000130184,10.0,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 403611246207 MCDONALD'S #400,6.09,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 000001001866 WALMART STORE #,3.15,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 403513268093 TIM HORTONS #26,3.14,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 000001001514 WALMART STORE #,34.87,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 403511235095 MCDONALD'S #400,4.19,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 000001001686 WALMART STORE #,1.79,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 403413790391 TIM HORTONS #26,2.93,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 000001001398 WALMART STORE #,17.26,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 403411297766 MCDONALD'S #400,4.84,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 403409419727 MCDONALD'S #400,6.84,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 001001001475 ADA*VENDING MAC,2.75,,chequing
2024-02-05,Point of Sale - Interac RETAIL PURCHASE 001001001472 ADA*VENDING MAC,2.75,,chequing
2024-02-02,Point of Sale - Interac RETAIL PURCHASE 001001001465 ADA*VENDING MAC,3.5,,chequing
2024-02-02,Point of Sale - Interac RETAIL PURCHASE 001001001464 ADA*VENDING MAC,2.75,,chequing
2024-02-02,Internet Banking INTERNET TRANSFER 000000126673,1400.0,,chequing
2024-02-02,Electronic Funds Transfer PAY Wage/salary 003 WAL-MART CANADA CORP,,505.12,chequing
2024-02-02,Internet Banking E-TRANSFER 104871098371 Manickam,500.0,,chequing
2024-02-01,Point of Sale - Interac RETAIL PURCHASE 403217788984 TIM HORTONS #24,4.19,,chequing
